method,url,caller_file,caller_line,enclosing_function,response_type,query_key,used_by_pages,wave,module,suggested_controller
GET,/v1/risk/market/sensitivities,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,96,marketRiskApi,SensitivityRow[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/market/backtest,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,97,marketRiskApi,BacktestResult,,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/liquidity/ratios,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,98,marketRiskApi,LiquidityRatios,,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/liquidity/cashflow-ladder,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,99,marketRiskApi,CashflowBucket[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/liquidity/hqla,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,100,marketRiskApi,HqlaItem[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/liquidity/top-depositors,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,101,marketRiskApi,TopDepositor[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/liquidity/funding-sources,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,102,marketRiskApi,FundingSource[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/liquidity/stress-projection,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,103,marketRiskApi,LiquidityStressPoint[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/stats,/cbs-frontend/src/features/risk/api/opriskApi.ts,82,opriskApi,OpRiskStats,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/loss-events,/cbs-frontend/src/features/risk/api/opriskApi.ts,83,opriskApi,LossEvent[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/loss-events/{},/cbs-frontend/src/features/risk/api/opriskApi.ts,84,opriskApi,LossEvent,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
POST,/v1/risk/operational/loss-events,/cbs-frontend/src/features/risk/api/opriskApi.ts,85,opriskApi,LossEvent,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
PUT,/v1/risk/operational/loss-events/{},/cbs-frontend/src/features/risk/api/opriskApi.ts,86,opriskApi,LossEvent,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/loss-by-category,/cbs-frontend/src/features/risk/api/opriskApi.ts,87,opriskApi,LossByCategory[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/loss-trend,/cbs-frontend/src/features/risk/api/opriskApi.ts,88,opriskApi,LossTrend[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/kris,/cbs-frontend/src/features/risk/api/opriskApi.ts,89,opriskApi,Kri[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/kris/{},/cbs-frontend/src/features/risk/api/opriskApi.ts,90,opriskApi,Kri,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/rcsa,/cbs-frontend/src/features/risk/api/opriskApi.ts,91,opriskApi,RcsaAssessment[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/rcsa/{},/cbs-frontend/src/features/risk/api/opriskApi.ts,92,opriskApi,RcsaAssessment,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/operational/incidents,/cbs-frontend/src/features/risk/api/opriskApi.ts,93,opriskApi,Incident[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
POST,/v1/risk/operational/incidents,/cbs-frontend/src/features/risk/api/opriskApi.ts,94,opriskApi,Incident,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx,3,risk,RiskController
POST,/v1/fraud/alerts/{}/block-card,/cbs-frontend/src/features/risk/api/fraudApi.ts,22,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx,4,fraud,FraudController
POST,/v1/fraud/alerts/{}/block-account,/cbs-frontend/src/features/risk/api/fraudApi.ts,25,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx,4,fraud,FraudController
POST,/v1/fraud/alerts/{}/allow,/cbs-frontend/src/features/risk/api/fraudApi.ts,28,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx,4,fraud,FraudController
POST,/v1/fraud/alerts/{}/dismiss,/cbs-frontend/src/features/risk/api/fraudApi.ts,31,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx,4,fraud,FraudController
POST,/v1/fraud/alerts/{}/file-case,/cbs-frontend/src/features/risk/api/fraudApi.ts,34,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx,4,fraud,FraudController
PATCH,/v1/fraud/rules/{}/toggle,/cbs-frontend/src/features/risk/api/fraudApi.ts,40,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx,4,fraud,FraudController
GET,/v1/notifications,/cbs-frontend/src/features/notifications/api/notificationApi.ts,5,notificationApi,AppNotification[],,,4,notifications,NotificationsController
GET,/v1/notifications/unread-count,/cbs-frontend/src/features/notifications/api/notificationApi.ts,6,notificationApi,number,,,4,notifications,NotificationsController
POST,/v1/notifications/{}/read,/cbs-frontend/src/features/notifications/api/notificationApi.ts,7,notificationApi,void,,,4,notifications,NotificationsController
POST,/v1/notifications/mark-all-read,/cbs-frontend/src/features/notifications/api/notificationApi.ts,8,notificationApi,void,,,4,notifications,NotificationsController
POST,/v1/notifications/{}/delete,/cbs-frontend/src/features/notifications/api/notificationApi.ts,9,notificationApi,void,,,4,notifications,NotificationsController
GET,/v1/communications/customer/{},/cbs-frontend/src/features/communications/api/communicationApi.ts,51,communicationApi,Communication[],,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communications,CommunicationsController
GET,/v1/communications,/cbs-frontend/src/features/communications/api/communicationApi.ts,53,communicationApi,Communication[],,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communications,CommunicationsController
POST,/v1/communications,/cbs-frontend/src/features/communications/api/communicationApi.ts,55,communicationApi,Communication,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communications,CommunicationsController
POST,/v1/communications/schedule,/cbs-frontend/src/features/communications/api/communicationApi.ts,57,communicationApi,Communication,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communications,CommunicationsController
GET,/v1/communication-templates,/cbs-frontend/src/features/communications/api/communicationApi.ts,59,communicationApi,CommTemplate[],,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communication-templates,CommunicationTemplatesController
POST,/v1/communication-templates,/cbs-frontend/src/features/communications/api/communicationApi.ts,61,communicationApi,CommTemplate,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communication-templates,CommunicationTemplatesController
PUT,/v1/communication-templates/{},/cbs-frontend/src/features/communications/api/communicationApi.ts,63,communicationApi,CommTemplate,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communication-templates,CommunicationTemplatesController
GET,/v1/communications/preferences/{},/cbs-frontend/src/features/communications/api/communicationApi.ts,65,communicationApi,ChannelPreference[],,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communications,CommunicationsController
PUT,/v1/communications/preferences/{},/cbs-frontend/src/features/communications/api/communicationApi.ts,67,communicationApi,void,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communications,CommunicationsController
GET,/v1/communications/stats,/cbs-frontend/src/features/communications/api/communicationApi.ts,69,communicationApi,DeliveryStats,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx,4,communications,CommunicationsController
GET,/v1/gateway/stats,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,76,gatewayApi,GatewayStats,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
GET,/v1/gateway/throughput,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,79,gatewayApi,ThroughputPoint[],,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
GET,/v1/gateway/messages,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,82,gatewayApi,GatewayMessage[],,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
GET,/v1/gateway/messages/{},/cbs-frontend/src/features/gateway/api/gatewayApi.ts,85,gatewayApi,GatewayMessage,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
POST,/v1/gateway/messages/{}/retry,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,88,gatewayApi,GatewayMessage,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
POST,/v1/gateway/messages/{}/cancel,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,91,gatewayApi,void,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
POST,/v1/gateway/messages/{}/override,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,94,gatewayApi,void,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
POST,/v1/gateway/messages/retry-all-failed,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,97,gatewayApi,{ queued: number },,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
GET,/v1/gateway/status,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,100,gatewayApi,GatewayStatus[],,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
GET,/v1/gateway/swift,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,103,gatewayApi,SwiftMessage[],,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
GET,/v1/gateway/swift/{},/cbs-frontend/src/features/gateway/api/gatewayApi.ts,106,gatewayApi,SwiftMessage,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx,4,gateway,GatewayController
GET,/v1/gl/line-item-accounts,/cbs-frontend/src/features/reports/components/financial/BalanceSheetReport.tsx,29,glIds,GlAccountDetail[],"['gl-drill-down', item.code, glIds],",/cbs-frontend/src/features/reports/pages/FinancialReportsPage.tsx,4,gl,GlController
GET,/v1/reports/custom,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts,92,reportBuilderApi,SavedReport[],,/cbs-frontend/src/features/reports/pages/CustomReportBuilderPage.tsx; /cbs-frontend/src/features/reports/pages/ReportViewerPage.tsx; /cbs-frontend/src/features/reports/pages/SavedReportsPage.tsx,4,reports,ReportsController
GET,/v1/reports/custom/{},/cbs-frontend/src/features/reports/api/reportBuilderApi.ts,95,reportBuilderApi,SavedReport,,/cbs-frontend/src/features/reports/pages/CustomReportBuilderPage.tsx; /cbs-frontend/src/features/reports/pages/ReportViewerPage.tsx; /cbs-frontend/src/features/reports/pages/SavedReportsPage.tsx,4,reports,ReportsController
POST,/v1/reports/custom,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts,98,reportBuilderApi,SavedReport,,/cbs-frontend/src/features/reports/pages/CustomReportBuilderPage.tsx; /cbs-frontend/src/features/reports/pages/ReportViewerPage.tsx; /cbs-frontend/src/features/reports/pages/SavedReportsPage.tsx,4,reports,ReportsController
PUT,/v1/reports/custom/{},/cbs-frontend/src/features/reports/api/reportBuilderApi.ts,101,reportBuilderApi,SavedReport,,/cbs-frontend/src/features/reports/pages/CustomReportBuilderPage.tsx; /cbs-frontend/src/features/reports/pages/ReportViewerPage.tsx; /cbs-frontend/src/features/reports/pages/SavedReportsPage.tsx,4,reports,ReportsController
DELETE,/v1/reports/custom/{},/cbs-frontend/src/features/reports/api/reportBuilderApi.ts,104,reportBuilderApi,void,,/cbs-frontend/src/features/reports/pages/CustomReportBuilderPage.tsx; /cbs-frontend/src/features/reports/pages/ReportViewerPage.tsx; /cbs-frontend/src/features/reports/pages/SavedReportsPage.tsx,4,reports,ReportsController
POST,/v1/reports/custom/{}/run,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts,107,reportBuilderApi,ReportResult,,/cbs-frontend/src/features/reports/pages/CustomReportBuilderPage.tsx; /cbs-frontend/src/features/reports/pages/ReportViewerPage.tsx; /cbs-frontend/src/features/reports/pages/SavedReportsPage.tsx,4,reports,ReportsController
GET,/v1/reports/custom/data-sources,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts,110,reportBuilderApi,DataSource[],,/cbs-frontend/src/features/reports/pages/CustomReportBuilderPage.tsx; /cbs-frontend/src/features/reports/pages/ReportViewerPage.tsx; /cbs-frontend/src/features/reports/pages/SavedReportsPage.tsx,4,reports,ReportsController
POST,/v1/reports/custom/{}/share,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts,113,reportBuilderApi,void,,/cbs-frontend/src/features/reports/pages/CustomReportBuilderPage.tsx; /cbs-frontend/src/features/reports/pages/ReportViewerPage.tsx; /cbs-frontend/src/features/reports/pages/SavedReportsPage.tsx,4,reports,ReportsController
POST,/v1/reports/custom/preview,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts,116,reportBuilderApi,ReportResult,,/cbs-frontend/src/features/reports/pages/CustomReportBuilderPage.tsx; /cbs-frontend/src/features/reports/pages/ReportViewerPage.tsx; /cbs-frontend/src/features/reports/pages/SavedReportsPage.tsx,4,reports,ReportsController
GET,/v1/reports/executive/kpis,/cbs-frontend/src/features/reports/api/executiveReportApi.ts,82,getExecutiveKpis,ExecutiveKpi[],,/cbs-frontend/src/features/reports/pages/ExecutiveDashboardPage.tsx,4,reports,ReportsController
GET,/v1/reports/marketing/campaigns/{},/cbs-frontend/src/features/reports/api/marketingAnalyticsApi.ts,82,marketingAnalyticsApi,CampaignDetail,,/cbs-frontend/src/features/reports/pages/MarketingAnalyticsPage.tsx,4,reports,ReportsController
POST,/v1/service-points,/cbs-frontend/src/features/channels/api/channelApi.ts,111,channelApi,ServicePoint,,/cbs-frontend/src/features/channels/pages/ChannelManagementPage.tsx,4,service-points,ServicePointsController
